进口商,时间,船名航次,起运/目的港,主提单号,到港时间,件数,柜号,柜型,重量,码头,品名
"AXINCHEN GROUP CORP
404 SARATOGA AVE STE 200
SANTA CLARA CA 95050",08/21/25,EGLV COSCO SHIPPING PEONY 034E,"YANTIAN,CN/NEW YORK, NY",EGLV 146500620917,08/28/25,996,EGHU9879531,40'HQ,"33,089LB",E416 MAHER TERMINALS,TENSION ROPE
